id,image_id,question,label
782,782.png,Find the measure of $\angle 7$ if $\overline{A B} \perp \overline{B C}$.,140
783,783.png,Find the area of the quadrilateral.,240
784,784.png,Find x. Assume that segments that appear to be tangent are tangent.,\sqrt { 193 }
785,785.png,Find the perimeter of the figure. Round to the nearest tenth if necessary.,56
786,786.png,"If PR || KL, KN = 9, LN = 16, PM = 2 KP, find KM",15
787,787.png,"In $\odot Z, \angle W Z X \cong \angle X Z Y, m \angle V Z U=4 x$, $m \angle U Z Y=2 x+24,$ and $\overline{V Y}$ and $\overline{W U}$ are diameters.
Find $m\widehat{W X}$",52
788,788.png,Find x,22.6
789,789.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,727.5
790,790.png,Find x. Assume that segments that appear to be tangent are tangent.,9
791,791.png,Find the perimeter of the figure.,48
792,792.png,Find x,28.2
793,793.png,$Q$ is the incenter of $\triangle JKL$. Find $QP$.,15
794,794.png,Find the area of the triangle. Round to the nearest tenth if necessary.,137.5
795,795.png,Find y,8 \sqrt { 3 }
796,796.png,"If $J A=25, A K=10,$ and $B L=14,$ find $J B$",35
797,797.png,Find $AB$.,12
798,798.png,Find the area of the composite figure. Round to the nearest tenth.,357.0
799,799.png,Use a calculator to find the measure of $∠J$ to the nearest degree.,45
800,800.png,Use parallelogram $JKLM$ to find $m \angle JML$.,80
801,801.png,Find y,3 \sqrt { 2 }
802,802.png,What is the area of the shaded region if $r=4$.,64 - 16 \pi
803,803.png,Find the angle measure of $\angle 2$.,128
804,804.png,"In the figure, $m∠8 = 96$ and $m∠12 = 42$. Find the measure of $\angle 9$.",84
805,805.png,"Find $DE$ if $AB=6, AF=8, BC=x, CD=y$, $DE=2y-3,$ and $FE=x+\frac{10}{3}$.",15
806,806.png,"In the figure, $m ∠1 = 58 $, $m ∠2 = 47 $, and $m ∠3 = 26 $. Find the measure of $∠7$.",58
807,807.png,"Circle $A$ has diameters $\overline{D F}$ and $\overline{P G}$
If $P A=7,$ find $P G$",14
808,808.png,"In the figure, $m ∠ 12 = 64$. Find the measure of $ \angle 3$.",116
809,809.png,"If $m \widehat{A E}=75,$ find $m \angle A D E$",37.5
810,810.png,Find x. Assume that any segment that appears to be tangent is tangent.,8
811,811.png,"If $MNPQ \sim XYZW,$ find the perimeter of $XYZW$.",17
812,812.png,"If $m \angle F=7x+2$ and $m \angle H=17x-8$, find $x$.",4
813,813.png,Find b,4.6
814,814.png,Find $x$.,107
815,815.png,Find $x$.,4
816,816.png,Find $m \angle R C N$,103
817,817.png,Find the perimeter of the figure. Round to the nearest tenth if necessary.,31.4
818,818.png,Find $m\angle D$,74
819,819.png,"In rhombus $A B C D, A B=2 x+3$ and $B C=5 x$. Find x.",1
820,820.png,Find $x$.,2
821,821.png,Find $x$.,20
822,822.png,Find $m \angle 4$.,64
823,823.png,$\triangle LMN \cong \triangle QRS$. Find $y$.,50
824,824.png,Find $x$ so that the quadrilateral is a parallelogram.,8
825,825.png,"In the figure, $ \overline{JM} \cong \overline{PM}$ and $ \overline{ML} \cong \overline{PL}$. If $m \angle PLJ=58$, find $m \angle PJL$.",30.5
826,826.png,Find the area of the triangle. Round to the nearest hundredth.,0.92
827,827.png,"Find the perimeter of the $\triangle CBH,$ if $\triangle CBH \sim \triangle FEH$, $ADEG$ is a parallelogram, $CH=7$, $FH=10, FE=11$, and $EH=6$. Rounded to the nearest tenth.",18.9
828,828.png,"In the figure, $m∠4 = 101$. Find the measure of $\angle 5$.",79
829,829.png,Find y.,7 \sqrt { 3 }
830,830.png,"If $c=8,$ find $b$",4 \sqrt { 3 }
831,831.png,"In $\odot R, S U=20, Y W=20,$ and $m \widehat{Y X}=45$.
Find UV",10
832,832.png,Find $CD$.,4
833,833.png,Find the perimeter of quadrilateral ABCD.,40 + 14 \sqrt { 2 }
834,834.png,"In $\odot T, Z V=1,$ and $T W=13$. Find XV",5
835,835.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,96
836,836.png,Find z.,12 \sqrt { 3 }
837,837.png,"Find the area of the figure. Round to the nearest hundredth, if necessary.",68.6
838,838.png,Find x. Round the side measure to the nearest tenth.,107.9
839,839.png,"In the figure, $m ∠9 = 75$. Find the measure of $\angle 11$.",75
840,840.png,Find the area of the figure. Round to the nearest tenth.,474
841,841.png,$\triangle MHJ \cong \triangle PQJ$. Find $y$.,5
842,842.png,Find $m\angle C$,127
843,843.png,Find $y$ so that the quadrilateral is a parallelogram.,7
844,844.png,"In $\odot S$, find $PR$.",12
845,845.png,$\overline{QS}$ is a diameter of $\odot V$. Find $m \widehat {STP}$.,147
846,846.png,Find $y$ so that the quadrilateral is a parallelogram.,9
847,847.png,Find $x$ so that $m || n$.,22
848,848.png,Find $m \angle JKL$.,31
849,849.png,"For trapezoid QRST, M and P are midpoints of the legs. If QR = 16, PM = 12, and TS = 4x, find x.",2
850,850.png,"If PR || KL, KN = 9, LN = 16, PM = 2 KP, find ML",20
851,851.png,Find x.,5
852,852.png,$ABCD \sim QSRP$. Find $y$.,32
853,853.png,Find y.,3
854,854.png,"Polygon ABCD ~ polygon AEFG, $m\angle AGF = 108$, GF = 14, AD = 12, DG = 4.5, EF = 8, and AB = 26.
Find BC",12.8
855,855.png,$P$ is the incenter of $\angle XYZ$. Find $PK$.,16
856,856.png,Find $m \angle S$.,54
857,857.png,Find AB,10
858,858.png,find $sinR$,0.8
859,859.png,Find $x$.,13
860,860.png,Find $m \angle TQR$.,43
861,861.png,Find the measure of $\angle C$,110
862,862.png,"In $\triangle PQR$, $\overline{ST} \| \overline{R Q}$ . If  $PT=7.5$, $TQ=3$, and $SR=2.5$, find $PS$.",6.25
863,863.png,Find the perimeter of trapezoid PQRS..,38 + 6 \sqrt { 2 } + 6 \sqrt { 3 }
864,864.png,The common chord $\overline{AB}$ between $\odot P$ and $\odot Q$ is perpendicular to the segment connecting the centers of the circles. If $AB=10$ what is the length of $\overline{PQ}$?,4 \sqrt 6 + 2 \sqrt { 14 }
865,865.png,"Find the perimeter of each polygon for the given information.
$S T=18,$ radius of $\odot P=5$",58.5
866,866.png,"If $\overline{E C}$ is an altitude of $\triangle A E D, m \angle 1=2 x+7,$ and $m \angle 2=3 x+13,$ find $m \angle 2$.",55
867,867.png,Find y.,15
868,868.png,Find x,12
869,869.png,"Quadrilateral MNOP is a rectangle. If $M O=6 x+14$ and $P N=9 x+5,$ find $x$",3
870,870.png,Each pair of polygons is similar. Find y,7
871,871.png,Find the value of the variable $x$ in the figure.,54
872,872.png,Find $m \angle Y$.,60
873,873.png,"In the figure, $m∠3 = 43$. Find the measure of $\angle 13$.",43
874,874.png,"For the pair of similar figures, use the given areas to find $x$.",17.5
875,875.png,"ABCD is a rhombus. If EB = 9, AB = 12 and $m\angle ABD = 55$ . Find $m\angle BDA$",55
876,876.png,Find x.,6
877,877.png,What is the value of x in the figure below? Round to the nearest tenth.,11.1
878,878.png,"$MC=7,RM=4$, and $AT=16$. Find $SC$.",10.5
879,879.png,"In $\Delta G H J$, $H P=5 x-16$, $P J=3 x+8$, $m \angle G J N=6 y-3$, $m \angle N J H=4 y+23$ and $m \angle H M G=4 z+14$. If $\overline{HM}$ is an altitude of $∠GHJ$, find the value of $z$.",19
880,880.png,Find $x$.,40
881,881.png,"Find the area of the shaded sector. Round to the nearest tenth, if necessary.",10.0
882,882.png,"If $\angle R S T$ is a right angle, $\overline{SU} \perp \overline{RT}$, $\overline{UV} \perp \overline{ST},$ and $m \angle RT S=47,$ find $m \angle R$",43
883,883.png,$\overline{HK}$ and $\overline{IG}$ are diameters of $\odot L$. Find $m \widehat {HGK}$.,180
884,884.png,Find $m \angle 3$.,65
885,885.png,What is ED?,not enough information
886,886.png,"If $\overline{W P}$ is a perpendicular bisector, $m \angle WHA=8 q+17$, $m \angle HWP=10+q$, $AP=6 r+4$, and $PH=22+3 r$, find $q$.",7
887,887.png,"If CDFG is a kite, find GF",5
888,888.png,Find $\angle 7$,98
889,889.png,"In $\odot Z, \angle W Z X \cong \angle X Z Y, m \angle V Z U=4 x$, $m \angle U Z Y=2 x+24,$ and $\overline{V Y}$ and $\overline{W U}$ are diameters.
Find $m\widehat{W U Y}$",256
890,890.png,Find $AC$ if $\triangle ABC$ is an isosceles triangle with $\overline{AB} \cong \overline{BC}$.,4
891,891.png,"Find $m \widehat{E D B}$ if $m \widehat{F E}=118, m \widehat{A B}=108$, $m \angle E G B=52,$ and $m \angle E F B=30$.",15
892,892.png,Find x.,2 \sqrt { 13 }
893,893.png,"In rhombus $A B C D, m \angle D A B=2, m \angle A D C$ and $C B=6$ Find $m \angle D A B$",120
894,894.png,Find x.,34
895,895.png,Find $x$. $A = 96$ in$^2$.,6.6
896,896.png,Find $PN$.,11
897,897.png,Find the area of the shaded region. Round to the nearest tenth if necessary.,45.7
898,898.png,"Find x. Round to the nearest tenth, if necessary.",11
899,899.png,"Use rectangle LMNP, parallelogram LKMJ to solve the problem.
If $m \angle P L K=110,$ find $m \angle L K M$",140
900,900.png,Find the area of the figure. Round to the nearest tenth if necessary.,4185
901,901.png,"If $a=4,$ find $b$",4 \sqrt { 3 }
902,902.png,Find $JL$.,12
903,903.png,Find the measure of $∠T$ to the nearest tenth.,33.7
904,904.png,Find the measure of $\angle 1$.,123
905,905.png,"Circle $O$ has a radius of $10, A B=10$ and $m \overrightarrow{A B}=60 .$ Find $m\widehat{A Y}$",30
906,906.png,Find $BC$.,10
907,907.png,Find $x$ so that each quadrilateral is a parallelogram.,12
908,908.png,Find $x$.,102
909,909.png,Use parallelogram PQRS to find $m\angle R$,52
910,910.png,Find $x$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,6
911,911.png,Find $m∠B$.,76
912,912.png,"For trapezoid $ABCD$, $S$ and $T$ are midpoints of the legs. If $AB=3x$, $ST=15$, and $CD=9x$, find $x$.",2.5
913,913.png,"In the figure at the right, $YZ$ is the midsegment of trapezoid $TWRV$. Determine the value of $x$.",1.2
914,914.png,Find x,4 \sqrt { 29 }
915,915.png,"In $\odot B$, $m \angle LBM = 3x$ and $m \angle LBQ = 4x + 61$. What is the measure of $\angle PBQ$?",51
916,916.png,Find $x$ so that $ m \parallel n $.,13
917,917.png,Find $m \angle P$.,35
918,918.png,"Find $CD$ if $AB=6, AF=8, BC=x, CD=y$, $DE=2y-3,$ and $FE=x+\frac{10}{3}$",9
919,919.png,Find x,53.2
920,920.png,"In the figure, $m ∠1 = 53$. Find the measure of $∠7$.",127
921,921.png,Find $AC$.,14
922,922.png,"Polygon ABCD ~ polygon AEFG, $m\angle AGF = 108$, GF = 14, AD = 12, DG = 4.5, EF = 8, and AB = 26.
Find the ratio of the perimeter of polygon ABCD to the perimeter of polygon AEFG",1.6
923,923.png,Find the area of the figure. Round to the nearest tenth if necessary.,374.5
924,924.png,Quadrilateral ABCD is a rectangle. Find y,5
925,925.png,Find $y$ in the figure.,11
926,926.png,Find $x$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,5.6
927,927.png,Find $x$.,58
928,928.png,Find the perimeter or circumference of the figure. Round to the nearest tenth.,25.1
929,929.png,Find the area of the quadrilateral.,260
930,930.png,"If $m \angle 1=3 x+40$, $m \angle 2=2(y-10)$, and $m \angle 3=2 x+70$, find $x$.",30
931,931.png,Line $l$ is parallel to line $m$. What is the value of $x$?,50
932,932.png,"If $m \widehat{F E}=118, m \widehat{A B}=108$, $m \angle E G B=52,$ and $m \angle E F B=30$
Find $m \widehat{A C}$",30
933,933.png,Find $h$.,4 \sqrt 2
934,934.png,Use parallelogram MNPR to find $y$,6.45
935,935.png,Find the angle measure of $\angle4$.,52
936,936.png,Find $m \angle Q$,70
937,937.png,Find $a$.,15
938,938.png,$\triangle RST \cong \triangle XYZ$. Find $y$.,15
939,939.png,Find $x$ if $\overline{AD}$ is a median of $\triangle ABC$.,5
940,940.png,$\triangle RST \cong \triangle VUT$. What is the area of $\triangle RST$?,300
941,941.png,"QRST is a rectangle. If $Q P=3 x+11$ and $P S=4 x+8,$ find $Q S$",40
942,942.png,"Circle $O$ has a radius of $10, A B=10$ and $m \overrightarrow{A B}=60 .$ Find $m\widehat{O X}$",5 \sqrt { 3 }
943,943.png,Find the area of the shaded region. Assume that the polygon is regular unless otherwise stated. Round to the nearest tenth.,154.2
944,944.png,Find $y$ so that each quadrilateral is a parallelogram.,7
945,945.png,"For trapezoid $Q R S T, A$ and $B$ are midpoints of the legs. Find $A B$",16
946,946.png,Find the measure of $\angle 4$ if $m∠4= m∠5$.,32
947,947.png,Find the area of the figure. Round to the nearest tenth if necessary.,80
948,948.png,Find the measure of $\angle 7$.,110
949,949.png,Find AC,9.6
950,950.png,"The diagonals of rectangle $A B C D$ each have a length of 56 feet. If $m \angle B A C=42^{\circ}$, what is the length of $\overline{A B}$ to the nearest tenth of a foot?",41.6
951,951.png,Point $S$ is the incenter of $\triangle JPL$. Find $m \angle SJP$.,37.5
952,952.png,Find $y$ in the figure.,28
953,953.png,"In the figure, $m∠1 = 50$ and $m∠3 = 60$. Find the measure of $\angle 5$.",60
954,954.png,Find $m\angle 3$,32
955,955.png,Find x,3
956,956.png,$m \widehat{G H}=78$ Find $m\angle 3$,39
957,957.png,The square is circumscribed to the circle. Find the exact circumference of the circle.,25 \pi
958,958.png,The pair of polygons is similar. Find AB,4
959,959.png,Find x,30
960,960.png,"In the figure, $\triangle FGH$ is a right triangle with hypotenuse $\overline{FH}$ and $GJ = GH$. What is the measure of $∠JGH$?",56
961,961.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",4
962,962.png,"$m$ is the perpendicular bisector of $XZ$, $WZ=4a-15$ and $WZ=a+12$. Find $WX$.",21
963,963.png,"Quadrilateral $A B C D$ is inscribed in $\odot Z$ such that $m \angle B Z A=104, m \widehat{C B}=94,$ and $\overline{A B} \| \overline{D C} .$
Find $m \widehat{A D C}$",162
964,964.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,103.9
965,965.png,Find $m\angle 3$.,99
966,966.png,Find x,17.1
967,967.png,Find $x$ so that $m || n$.,27
968,968.png,"In rhombus LMPQ, $m \angle Q L M=2 x^{2}-10$, $m \angle Q P M=8 x$,  and $M P=10$ . 
Find $m \angle L P Q$",20
969,969.png,"In the figure, $ \triangle ABC$ is isosceles, $ \triangle DCE$ is equilateral, and $ \triangle FCG$ is isosceles. Find the measures of the $\angle 4$ at vertex $C$.",17
970,970.png,Find tanB,5
971,971.png,Find $\angle D$ of quadrilateral ABCD,45
972,972.png,Find the area of the figure. Round to the nearest tenth if necessary.,50
973,973.png,$\triangle PQS \cong \triangle RQS$. Find $x$.,16
974,974.png,Find $m\angle E$,158
975,975.png,The segment is tangent to the circle. Find $x$.,20
976,976.png,Find y,5 \sqrt { 2 }
977,977.png,Find x,22
978,978.png,"If $\overline{GH} \cong \overline{HK}$, $\overline{HJ} \cong \overline{YK}$, and $m \angle GJK=100$, what is the measure of $\angle HGK$ ?",20
979,979.png,"In the figure, $m∠1 = 123$. Find the measure of $\angle 5$.",123
980,980.png,"isosceles trapezoid TWYZ with $\angle Z \cong \angle Y, m \angle Z=30 x$, $\angle T \cong \angle W,$ and $m \angle T=20 x$, find $\angle W$",72
981,981.png,"If $m \angle B N C=20,$ find $m \widehat{B C}$",20
982,982.png,"In $\odot X, A B=30, C D=30,$ and $m \widehat{C Z}=40$
Find $m\widehat{D Z}$",40
983,983.png,Find x.,4 \sqrt { 3 }
984,984.png,Find x.,\frac { 39 \sqrt { 2 } } { 2 }
985,985.png,Find the value of $x$ in each diagram,44
986,986.png,Find $y$ in the figure.,40
987,987.png,"Find the perimeter of each polygon for the given information.
$B Y=C Z=A X=2.5$
diameter of $\odot G=5$",15 \sqrt { 3 }
988,988.png,"Find x so that $GJ \parallel FK$. GF = 12, HG = 6, HJ = 8, JK = x - 4.",20
989,989.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,30.4
990,990.png,Find x,18
991,991.png,Find the measure of the altitude drawn to the hypotenuse.,7 \sqrt { 3 }
992,992.png,What is the area of the parallelogram below? Round to the nearest whole number if necessary.,106.0
993,993.png,Find z,25
994,994.png,"In rectangle JKLM shown below, $\overline{J L}$ and $M K$ are diagonals. If $J L=2 x+5$ and $K M=4 x-11$, what is $ x $ ?",8
995,995.png,"In the figure, $m∠4 = 104$, $m∠14 = 118$. Find the measure of $\angle 10$.",118
996,996.png,Solve for $x$.,12
997,997.png,Find $y$.,- 1
998,998.png,"If $J,P,$ and $L$ are the midpoints of $\overline{KH}, \overline{HM}$ and $\overline{MK}$, respectively. Find $z$.",1
999,999.png,Express the ratio of $\cos M$ as a decimal to the nearest hundredth.,0.92
1000,1000.png,Find x in the figure below. Round your answer to the nearest tenth if necessary.,93.9
1001,1001.png,Find the area of the regular polygon. Round to the nearest tenth.,15.6
1002,1002.png,Find $m \widehat {VX}$.,152
1003,1003.png,"$a=8, b=15,$ and $c=17$ find $cosA$",0.88
1004,1004.png,"Suppose $∠4$ and $∠5$ form a linear pair. If $m∠1 = 2x$, $m∠2 = 3x - 20$, and $m∠3 = x - 4$, what is $m∠3$?",30
1005,1005.png,Find the variable of $q$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,9.0
1006,1006.png,Find x,45
1007,1007.png,Find the area of the shaded region. Round to the nearest tenth.,69.5
1008,1008.png,"In $\odot O, \overline{E C}$ and $\overline{A B}$ are diameters, and $\angle B O D \cong \angle D O E \cong \angle E O F \cong \angle F O A$
Find $m\widehat{C B F}$",225
1009,1009.png,"If $A B=8, K L=10,$ and $J B=13,$ find $J L$",16.25
1010,1010.png,Find $m \angle B$.,30
1011,1011.png,Use parallelogram $JKLM$ to find JK,6
1012,1012.png,"Find $WT$, if $ZX = 20$ and $TY = 15$",5
1013,1013.png,Find $y$.,4
1014,1014.png,"In the figure, $m∠1 = 123$. Find the measure of $\angle 16$.",57
1015,1015.png,Find y.,12
1016,1016.png,Find $LN$.,29
1017,1017.png,"If $J,P,$ and $L$ are the midpoints of $\overline{KH}, \overline{HM}$ and $\overline{MK}$, respectively. Find $x$.",4.75
1018,1018.png,Find $m \widehat{Y C}$.,60
1019,1019.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,28
1020,1020.png,"If $AB=6,BC=4$, and $AE=9$, find $ED$.",6
1021,1021.png,"If WXYZ is a kite, find $m\angle Z$",75
1022,1022.png,Find $m\angle M$,30
1023,1023.png,Find x.,20 \sqrt { 2 }
1024,1024.png,Find y.,18
1025,1025.png,Find x.,\sqrt { 285 }
1026,1026.png,Find $h$.,15 \sqrt 3
1027,1027.png,"In $\odot B$, the diameter is 20 units long, and $m \angle A C E=45$ Find $x$",\sqrt { 2 }
1028,1028.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,665.1
1029,1029.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,106.1
1030,1030.png,Find z,2 \sqrt { 6 }
1031,1031.png,Find the measure of $\angle 2$ in the figure.,52
1032,1032.png,"In the figure, $m∠3 = 43$. Find the measure of $\angle 10$.",137
1033,1033.png,Find $m \angle JLK$.,40
1034,1034.png,Find $x$ so that each quadrilateral is a parallelogram.,1
1035,1035.png,"If $\overline{W P}$ is a perpendicular bisector, $m \angle WHA=8 q+17$, $m \angle HWP=10+q$, $AP=6 r+4$, and $PH=22+3 r$, find $m \angle HWP$.",17
1036,1036.png,"If $SP=4, PT=6$, and $QR=12$, find $SQ$.",8
1037,1037.png,Find y,\sqrt { 33 }
1038,1038.png,Find the area of the shaded region. Round to the nearest tenth.,77.0
1039,1039.png,Find x.,10
1040,1040.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,29.2
1041,1041.png,Find the perimeter of $\triangle A B C$,30
1042,1042.png,Express the ratio of $ \cos C $ as a decimal to the nearest hundredth.,0.80
1043,1043.png,"For the pair of similar figures, use the given areas to find $x$.",10.0
1044,1044.png,$\overline{E C}$ and $\overline{A B}$ are diameters of $\odot O$.  Find its measure of $\widehat{EB}$.,90
1045,1045.png,Find x,2 \sqrt { 22 }
1046,1046.png,Find x. Round side measures to the nearest tenth.,22.8
1047,1047.png,Trapezoid $PQRS$ has an area of 250 square inches. Find the height of $PQRS$.,10
1048,1048.png,Find y,30
1049,1049.png,Find $m \angle 3$.,68
1050,1050.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",5
1051,1051.png,Find $KL$.,14
1052,1052.png,Find the perimeter of $\triangle D E F$ if $\triangle D E F \sim \triangle A B C$,24
1053,1053.png,$Q$ is the centroid and $BE=9$. Find $QE$.,3
1054,1054.png,Find the value of x in the figure at the right.,5.42
1055,1055.png,"Find the measure of $ST$ of equilateral triangle $RST$ if $RS = x + 9$, $ST = 2x$, and $RT = 3x - 9$.",18
1056,1056.png,Find $x$. (Hint: Draw an auxiliary line.),22
1057,1057.png,Quadrilateral $WXYZ$ is a rectangle. Find the measure of $\angle 8$ if $m∠1 = 30$.,30
1058,1058.png,$\triangle K L N$ and $\triangle L M N$ are isosceles and $m \angle J K N=130$. Find the measure of $\angle M$.,140
1059,1059.png,Find $y$ so that $\overline{BE}$ and $\overline{AD}$ are perpendicular.,8.3
1060,1060.png,"Use rectangle LMNP, parallelogram LKMJ to solve the problem.
If $M K=6 x, K L=3 x+2 y,$ and $J N=14-x$
find $y$",3
1061,1061.png,Find $m \angle W$,62
1062,1062.png,"Quadrilateral DEFG is a rectangle. If DE = 14 + 2x and GF = 4(x - 3) + 6, find GF.",34
1063,1063.png,Polygons $FGHJK$ and $VWXUZ$ are similar regular pentagons. Find the scale factor.,2:3
1064,1064.png,Find x,59
1065,1065.png,Find x.,4 \sqrt { 13 }
1066,1066.png,Find the area of the shaded region.,50.3
1067,1067.png,Find x.,15
1068,1068.png,Find the area of the regular polygon. Round to the nearest tenth.,98
1069,1069.png,Find $m\angle Z X Y$,65
1070,1070.png,Find x,\frac { 17 \sqrt { 2 } } { 2 }
1071,1071.png,Find $m \angle TUV$,53
1072,1072.png,"The diameters of $\odot A, \odot B,$ and $\odot C$ are 10 inches,
20 inches, and 14 inches, respectively.
Find XB",5
1073,1073.png,"ABCD is a rectangle.  If $C F=4 x+1$ and $D F=x+13,$ find $x$",4
1074,1074.png,"$A B C D$ is a rectangle. If $A C=30-x$ and $B D=4 x-60$
find $x$",18
1075,1075.png,"For the pair of similar figures, use the given areas to find the scale factor from the blue to the green figure.",\frac { \sqrt { 3 } } { 2 }
1076,1076.png,"Find the measure of $m\angle 3$. Assume that segments that appear
tangent are tangent.",26
1077,1077.png,"In $\odot X, A B=30, C D=30,$ and $m \widehat{C Z}=40$
Find MB",15
1078,1078.png,Find x.,16.8
1079,1079.png,"In the figure, $m∠1 = 94$. Find the measure of $\angle 4$.",86
1080,1080.png,"If $m\angle XZY = 3x + 6$ and $m\angle XZW = 5x - 12$, find $m\angle YXZ$.",48
1081,1081.png,The height of a triangle is 5 centimeters more than its base. The area of the triangle is 52 square centimeters. Find the base.,8
1082,1082.png,Use the figure to find the indicated variable. Find $y$ if $m \angle 3 = 4y + 30$ and $m \angle 7 = 7y + 6$.,8
1083,1083.png,"For trapezoid $Q R S T, A$ and $B$ are midpoints of the legs. Find $m \angle Q$",60
1084,1084.png,Find x. Round to the nearest tenth.,28.7
1085,1085.png,Find the value of x.,130
1086,1086.png,Find SC,21
1087,1087.png,Find x.,6
1088,1088.png,"In $\odot P$, the diameter is $9$, find the length of $\widehat {QT}$. Round to the nearest hundredth.",8.80
1089,1089.png,"Find the perimeter of the figure in feet. Round to the nearest tenth, if necessary.",28
1090,1090.png,Find x.,14
1091,1091.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,4.1
1092,1092.png,"In $\odot C$, $m \angle HCG=2x$ and $m \angle HCD=6x+28$, find $m \widehat {HGF}$.",128
1093,1093.png,Find the length of $\widehat {AB}$. Round to the nearest hundredth.,16.76
1094,1094.png,Express the ratio of $\tan P$ as a decimal to the nearest hundredth.,1.88
1095,1095.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",4.7
1096,1096.png,Find x,\sqrt { 15 }
1097,1097.png,Find the area of the shaded sector. Round to the nearest tenth.,10.0
1098,1098.png,Find the area of the shaded region. Assume the inscribed polygon is regular.,3.3
1099,1099.png,Find the area of the figure. Round to the nearest tenth if necessary.,70.9
1100,1100.png,Find $RT$.,10
1101,1101.png,"The diameter of $\odot S$ is $30$ units, the diameter of $\odot R$ is $20$ units, and $DS=9$ units. Find $CD$.",6
1102,1102.png,Find $y$.,16
1103,1103.png,Find $m\angle B$,112
1104,1104.png,Find x. Round to the nearest tenth if necessary.,2
1105,1105.png,$ \triangle RST$ is a right triangle. Find $m∠R$.,60
1106,1106.png,$\overline{AD}$ and $\overline{CG}$ are diameters of $\odot B$. Find $m \widehat {ACF}$.,270
1107,1107.png,Find $m \angle MRP$.,60
1108,1108.png,Find $QS$ if $\triangle QRS$ is an equilateral triangle.,2
1109,1109.png,Which of the following statements about the figure is true?,a + b = 90
1110,1110.png,$\overline{AD}$ and $\overline{CG}$ are diameters of $\odot B$. Find $m \widehat {CD}$.,55
1111,1111.png,Find the area of $▱ TRVW$.,108 \sqrt 3
1112,1112.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,60.1
1113,1113.png,find cos B,\frac { 5 } { 7 }
1114,1114.png,"$a=8, b=15,$ and $c=17$ find $tanB$",1.88
1115,1115.png,$\odot J \cong \odot K$ and $\widehat {MN} \cong \widehat {PQ}$. Find $PQ$.,17
1116,1116.png,"Find the area of the shaded sector. Round to the nearest tenth, if necessary.",333.9
1117,1117.png,"In A, the radius is $14$ and $CD = 22$. Find $CE$.",11
1118,1118.png,"Quadrilateral WXYZ is a rectangle.  If $ZY = 2x + 3$ and $WX = x + 4$, find $WX$.",5
1119,1119.png,Find $x$ if $\overline{AD}$ is an altitude of $\triangle ABC$.,24
1120,1120.png,"In the figure at the right, what is the value of $p$ in terms of $m$ and $n$?",m + n - 180
1121,1121.png,Point $S$ is the incenter of $\triangle JPL$. Find $SQ$.,6
1122,1122.png,Find the measure of $ \angle 6 $ if $l  \parallel m$  and $m \angle 1 = 105$.,105
1123,1123.png,Find x. Round to the nearest tenth.,57.2
1124,1124.png,Find x.,6 \sqrt { 3 }
1125,1125.png,"Quadrilateral ABCD is a rectangle. If $m\angle ADB = 4x + 8$ and $m\angle DBA = 6x + 12$, find x.",7
1126,1126.png,"Circles $G, J,$ and $K$ all intersect at $L$. If $G H=10$. Find GJ",5
1127,1127.png,Find the area of the figure. Round to the nearest tenth.,12
1128,1128.png,Find x. Round to the nearest degree.,122
1129,1129.png,"Find the perimeter of each polygon for the given information.
$C F=6(3-x), D B=12 y-4$",36
1130,1130.png,Find $x$ in each figure.,13
1131,1131.png,Find $y$.,35
1132,1132.png,Find $XY$.,7
1133,1133.png,Find $x$.,4
1134,1134.png,What is $m∠EFG$?,70
1135,1135.png,Find $m \angle AEB$.,109
1136,1136.png,Find $m\angle C$,128
1137,1137.png,Use parallelogram to find $x$,79
1138,1138.png,Find the area of the figure to the nearest tenth.,87.5
1139,1139.png,Find the area of the figure. Round to the nearest tenth.,105.7
1140,1140.png,Find x.,10
1141,1141.png,"$\Delta DFG$  and $\Delta F G H$ are isosceles, $m \angle FDH=28$ and$\overline{DG} \cong \overline{FG} \cong \overline{FH}$. Find the measure of $\angle DGF$.",124
1142,1142.png,Find $YZ$.,4
1143,1143.png,"$\overline{JH}, \overline{JP},$ and $\overline{PH}$ are midsegments of $\triangle KLM$. Find $x$.",60
1144,1144.png,Find x. Assume that segments that appear to be tangent are tangent.,9
1145,1145.png,"In the figure, $QR \| TS$, $QT \| RS$, and $m \angle 1=131$. Find the measure of $\angle 8$.",131
